id_contrato,id_cliente,mes,beneficio,limite,gastado
5462,5462,8,1973.44,2100,69.87
5465,5465,8,964.6,1000,12.37
5528,5528,8,1749.26,1800,0.4
5536,5536,8,583.46,600,0.75
5541,5541,8,2814.54,3000,35.46
5573,5573,8,1616.48,1800,0.0
5521,5521,8,1503.13,1800,33.09
5527,5527,8,864.02,900,5.98
5674,5674,8,2044.06,2100,0.0
5691,5691,8,1978.32,2100,73.69
5716,5716,8,1129.38,1200,20.62
5534,5534,8,2207.77,2400,116.67
5535,5535,8,1389.14,1500,69.89
5622,5622,8,1405.84,1500,62.98
4573,4573,8,2382.15,2400,17.85
4576,4576,8,583.34,600,3.65
4586,4586,8,1050.94,1200,99.06
4608,4608,8,1168.33,1200,10.33
4610,4610,8,1531.41,1600,17.79
4652,4652,8,1198.09,1200,1.54
4734,4734,8,2983.23,3000,10.3
4738,4738,8,1105.79,1200,46.21
4766,4766,8,1764.51,1800,0.0
4677,4677,8,581.79,600,3.94
4701,4701,8,1157.9,1200,42.1
4709,4709,8,1090.5,1200,73.32
4686,4686,8,529.95,600,39.6
4700,4700,8,1499.09,1800,200.91
4777,4777,8,507.94,600,42.06
4671,4671,8,1660.41,1800,61.31
4679,4679,8,875.02,900,24.98
4707,4707,8,479.29,600,56.74
4783,4783,8,1968.54,2100,94.24
4830,4830,8,546.97,600,0.94
4836,4836,8,1091.49,1200,82.7
4855,4855,8,565.04,600,22.16
4744,4744,8,2929.04,3100,92.25
4768,4768,8,1705.48,1800,54.7
4881,4881,8,562.64,600,27.25
4890,4890,8,1424.3,1500,50.98
4802,4802,8,1715.26,1800,31.58
4810,4810,8,1534.0,1600,16.0
4844,4844,8,564.93,600,15.07
4859,4859,8,591.96,600,0.0
4871,4871,8,1750.09,1800,7.0
4915,4915,8,1751.48,1800,1.17
4960,4960,8,1715.48,1800,46.3
4973,4973,8,1085.9,1200,86.67
4974,4974,8,1578.02,1600,0.0
4822,4822,8,2599.47,2700,20.53
4853,4853,8,524.93,600,45.07
4860,4860,8,521.51,2100,58.49
4872,4872,8,573.94,600,11.96
4893,4893,8,5127.95,5900,172.05
4911,4911,8,1140.15,1200,33.94
4905,4905,8,1662.91,1800,65.09
4927,4927,8,1721.69,1800,36.58
4984,4984,8,571.63,600,0.0
4929,4929,8,1139.55,1200,10.45
4941,4941,8,1962.93,2100,87.07
5113,5113,8,2028.66,2100,24.02
5124,5124,8,1145.75,1200,21.32
4921,4921,8,583.3,600,3.63
4945,4945,8,1149.99,1200,16.96
4946,4946,8,548.52,600,39.45
4996,4996,8,565.71,600,20.49
4995,4995,8,548.95,600,37.87
5004,5004,8,2536.58,2700,101.79
5006,5006,8,868.92,900,1.08
5049,5049,8,1318.47,1500,133.61
5153,5153,8,1164.39,1200,7.9
5155,5155,8,1955.49,2100,74.51
5162,5162,8,513.85,600,66.15
5172,5172,8,575.08,600,4.92
5188,5188,8,1085.76,1200,94.38
5024,5024,8,1130.65,1200,41.8
5051,5051,8,583.77,600,1.81
5053,5053,8,577.44,600,3.63
4045,4045,8,2422.3,2700,200.91
4078,4078,8,526.02,2000,0.0
4087,4087,8,2877.77,3000,69.87
4088,4088,8,552.74,600,47.26
4095,4095,8,1008.65,3000,0.0
4111,4111,8,2036.58,2100,12.69
4124,4124,8,2839.23,3000,80.77
4159,4159,8,464.37,600,85.63
4165,4165,8,1452.3,1500,7.7
4246,4246,8,2183.61,2400,153.77
4283,4283,8,1043.79,1200,130.18
4296,4296,8,2610.03,2800,140.79
4151,4151,8,1086.73,1200,88.05
4167,4167,8,2981.89,3200,143.5
4170,4170,8,1940.52,2100,94.14
4214,4214,8,1169.23,1200,1.51
4215,4215,8,652.46,700,27.54
4194,4194,8,1108.57,1200,61.43
4205,4205,8,1742.81,1800,57.19
4206,4206,8,565.4,600,20.99
4216,4216,8,539.55,600,46.95
4241,4241,8,526.88,600,43.12
4275,4275,8,1399.85,1500,50.15
4360,4360,8,1407.02,1500,58.65
4364,4364,8,2054.02,2100,7.83
4372,4372,8,1855.39,2000,76.94
4381,4381,8,1747.69,1800,19.82
4269,4269,8,1433.88,1800,266.12
4285,4285,8,3453.98,3900,343.4
4297,4297,8,1742.19,1800,31.3
4219,4219,8,531.95,600,48.05
4221,4221,8,1130.45,1200,32.12
4231,4231,8,875.3,900,1.04
4301,4301,8,562.72,600,23.56
4325,4325,8,1983.84,2100,32.16
4449,4449,8,936.86,1000,46.3
4450,4450,8,1714.27,1800,45.22
4472,4472,8,1453.47,1500,10.48
4324,4324,8,1126.95,1200,23.05
4359,4359,8,514.03,600,55.97
4368,4368,8,2291.59,2400,67.41
4373,4373,8,557.51,600,22.49
4329,4329,8,850.48,900,49.52
4418,4418,8,1144.5,1200,16.87
4441,4441,8,1435.85,1500,18.15
4377,4377,8,545.42,600,41.34
4393,4393,8,1150.0,1200,0.0
4406,4406,8,1411.35,1500,18.65
4541,4541,8,1161.5,1200,38.5
4442,4442,8,2597.1,2700,27.28
4507,4507,8,2911.51,3000,15.71
4511,4511,8,2296.2,2400,37.2
4470,4470,8,576.72,600,12.99
4485,4485,8,2542.31,2700,157.69
4537,4537,8,1913.12,2100,0.0
4493,4493,8,2809.71,3000,115.29
4495,4495,8,558.21,600,21.79
4508,4508,8,573.26,600,0.0
4544,4544,8,1646.25,1800,114.24
4694,4694,8,1435.39,1500,14.49
4533,4533,8,583.14,600,2.97
4571,4571,8,1569.07,1800,130.93
4638,4638,8,1753.05,1800,6.95
4558,4558,8,1071.61,1200,78.39
3587,3587,8,1114.96,1200,35.04
3621,3621,8,3179.41,3300,4.51
3703,3703,8,1561.38,1800,209.1
3712,3712,8,874.87,900,5.15
3740,3740,8,930.77,1200,244.12
3647,3647,8,550.03,600,29.97
3600,3600,8,2414.77,2700,217.74
3652,3652,8,2550.02,2700,101.76
3661,3661,8,1434.35,1500,32.46
3666,3666,8,3040.84,3100,5.05
3711,3711,8,3091.89,3300,105.37
3714,3714,8,1755.98,1800,0.0
3735,3735,8,993.44,1800,106.56
3746,3746,8,2036.7,2400,302.64
3776,3776,8,548.31,600,31.69
3784,3784,8,1782.7,1800,0.0
3791,3791,8,495.02,600,0.0
3802,3802,8,1699.07,1800,52.47
3849,3849,8,3155.6,3600,372.77
3858,3858,8,1748.86,1800,7.22
3782,3782,8,1146.64,1200,11.61
3783,3783,8,1735.12,1800,26.11
3675,3675,8,566.7,600,13.3
3690,3690,8,1654.46,1800,99.31
3694,3694,8,484.16,600,95.84
3696,3696,8,509.11,600,40.89
3716,3716,8,1613.08,1800,114.92
3722,3722,8,1158.6,1200,12.26
3818,3818,8,1771.11,1800,0.0
3825,3825,8,2281.25,2400,56.43
3890,3890,8,1183.02,1200,0.0
3905,3905,8,1720.99,1800,46.75
3937,3937,8,1730.16,1800,30.16
3850,3850,8,1154.95,1200,12.24
3906,3906,8,279.97,300,10.43
3785,3785,8,1071.79,1200,102.01
3830,3830,8,1355.65,1500,94.35
3837,3837,8,798.74,900,78.74
3841,3841,8,1483.67,1500,0.0
3912,3912,8,1375.41,1500,77.22
3916,3916,8,589.27,600,0.09
3943,3943,8,541.99,600,44.41
3953,3953,8,551.56,600,18.44
3983,3983,8,1454.99,1500,17.38
3986,3986,8,1194.56,1300,69.18
4023,4023,8,551.33,600,35.58
4052,4052,8,573.13,600,0.0
4063,4063,8,1087.01,1200,32.99
4074,4074,8,567.93,600,12.07
4075,4075,8,2194.35,2400,124.99
3950,3950,8,3132.04,3300,95.92
3979,3979,8,2205.9,2400,98.1
3985,3985,8,545.35,600,4.65
3997,3997,8,2933.31,3000,22.15
3964,3964,8,2319.47,2400,0.83
4067,4067,8,1660.68,1800,94.05
4090,4090,8,1434.4,1500,38.13
4104,4104,8,571.55,600,8.45
4046,4046,8,1160.28,1200,12.3
4049,4049,8,1170.21,1200,3.11
4079,4079,8,547.72,600,32.28
4131,4131,8,511.13,600,79.92
3988,3988,8,1720.29,1800,29.71
3990,3990,8,723.47,900,146.53
2922,2922,8,558.11,600,28.39
2926,2926,8,1772.57,1800,0.0
3095,3095,8,2033.27,2100,20.5
3016,3016,8,3831.12,3900,0.0
3023,3023,8,1890.2,2300,355.56
3029,3029,8,1068.76,1200,66.24
3078,3078,8,2456.47,2700,173.54
3027,3027,8,1740.46,1800,17.32
3043,3043,8,862.95,900,16.27
3047,3047,8,1141.25,1200,8.75
3076,3076,8,0.0,2100,0.0
3003,3003,8,1453.57,1500,11.42
3032,3032,8,2134.81,2400,219.42
3055,3055,8,2018.02,2100,24.27
3135,3135,8,1717.57,1800,41.63
3154,3154,8,2075.92,2100,0.0
3174,3174,8,2001.02,2700,611.55
3175,3175,8,2037.13,2300,210.15
3180,3180,8,1417.58,1500,45.21
3127,3127,8,1742.3,1800,14.01
3143,3143,8,510.65,600,39.35
3113,3113,8,575.5,600,13.81
3158,3158,8,1075.56,1200,104.11
3162,3162,8,585.79,600,0.24
3163,3163,8,1290.4,2100,0.0
3091,3091,8,1731.06,1800,29.11
3206,3206,8,2164.33,2400,181.72
3255,3255,8,2992.01,3300,307.99
3312,3312,8,1912.92,2100,133.29
3275,3275,8,2738.3,3000,0.0
3284,3284,8,2775.67,3000,84.33
3194,3194,8,1751.75,1800,16.07
3200,3200,8,2298.8,2400,22.76
3235,3235,8,2894.11,3000,37.05
3243,3243,8,513.99,600,75.33
3222,3222,8,1922.48,2200,214.48
3231,3231,8,697.14,900,188.33
3262,3262,8,574.64,600,6.31
3274,3274,8,1254.93,1500,0.0
3302,3302,8,593.87,600,0.0
3458,3458,8,582.51,600,0.0
3332,3332,8,2843.18,3000,109.36
3358,3358,8,542.08,600,57.92
3365,3365,8,3170.75,3300,50.5
3368,3368,8,6208.5,6400,0.0
3283,3283,8,2033.79,2100,27.76
3301,3301,8,1921.11,2100,125.96
3316,3316,8,669.94,700,13.98
3361,3361,8,1169.04,1200,0.0
3386,3386,8,1120.43,1200,29.57
3389,3389,8,2322.66,2400,7.34
3489,3489,8,2021.66,2100,0.0
3505,3505,8,596.17,600,0.0
3525,3525,8,1754.45,1800,3.08
3402,3402,8,2016.43,2100,43.6
3491,3491,8,2959.91,3100,73.23
3454,3454,8,3364.22,4000,35.78
3467,3467,8,3538.48,3600,0.0
3416,3416,8,1110.53,1200,0.0
3480,3480,8,510.22,600,59.78
3496,3496,8,1451.32,1500,7.87
3521,3521,8,2225.95,2700,107.82
3535,3535,8,3175.44,3300,0.0
3536,3536,8,1428.74,1500,44.28
2514,2514,8,1070.57,1200,129.43
2553,2553,8,2062.18,2100,12.79
2597,2597,8,1166.46,1200,0.6
2519,2519,8,3179.79,3300,48.23
2522,2522,8,3294.53,3400,23.01
2570,2570,8,2963.04,3000,36.96
2578,2578,8,1104.73,1200,64.89
2627,2627,8,576.72,600,4.63
2678,2678,8,1759.34,1800,0.66
2681,2681,8,560.26,600,14.74
2637,2637,8,2599.4,3000,372.38
2662,2662,8,554.97,600,32.1
2664,2664,8,1469.52,1500,3.98
2667,2667,8,2765.19,3000,0.0
2674,2674,8,3127.98,3600,367.57
2680,2680,8,2595.86,2800,139.19
2734,2734,8,1889.69,2100,156.57
2790,2790,8,585.81,600,0.42
2657,2657,8,586.91,600,2.0
2661,2661,8,4040.78,4200,36.22
2671,2671,8,1145.29,1200,51.3
2672,2672,8,1346.28,1500,103.72
2685,2685,8,587.71,600,1.83
2698,2698,8,842.92,900,41.22
2709,2709,8,815.25,900,47.94
2721,2721,8,2352.66,2400,3.89
2725,2725,8,2792.24,3000,207.76
2749,2749,8,2185.79,2400,147.49
2778,2778,8,2657.19,2700,0.0
2786,2786,8,1405.2,1500,46.77
2793,2793,8,3270.11,3300,29.89
2796,2796,8,866.21,900,17.37
2798,2798,8,2564.28,3000,365.72
2703,2703,8,889.87,900,0.0
2710,2710,8,743.68,900,0.0
2718,2718,8,2287.25,2400,69.67
2736,2736,8,1182.42,1200,17.58
2795,2795,8,2009.44,2100,43.26
2809,2809,8,3423.42,3500,0.31
2817,2817,8,1937.21,2700,726.49
2851,2851,8,1708.44,1800,41.56
2914,2914,8,1099.18,1200,64.28
2800,2800,8,1384.55,1500,0.0
2876,2876,8,1739.98,1800,0.0
2812,2812,8,1604.98,1700,64.67
2824,2824,8,2097.97,2400,234.71
2844,2844,8,2760.89,3300,458.25
2848,2848,8,578.24,600,7.24
2850,2850,8,517.86,600,62.14
2867,2867,8,1477.03,1500,0.0
2868,2868,8,1398.07,1500,51.93
2915,2915,8,3668.99,3900,122.64
2932,2932,8,4413.44,4800,248.2
2969,2969,8,2277.6,2400,0.0
2936,2936,8,246.61,300,3.39
2973,2973,8,2047.5,2100,0.0
2902,2902,8,2129.32,2400,0.0
2904,2904,8,2502.7,2700,0.0
2963,2963,8,876.22,900,2.69
2967,2967,8,583.71,600,2.83
2979,2979,8,1164.45,1200,0.0
2880,2880,8,567.43,600,2.57
2905,2905,8,1462.78,1500,0.91
2919,2919,8,1170.16,1200,8.71
1877,1877,8,4342.82,4500,53.2
1900,1900,8,4988.49,5200,79.55
1907,1907,8,4478.85,5100,420.24
1822,1822,8,1681.84,1800,18.16
1893,1893,8,2245.97,2400,54.03
1949,1949,8,6120.52,6400,115.31
1869,1869,8,1110.99,1200,89.01
1908,1908,8,2809.58,3000,70.42
1913,1913,8,222.28,300,27.72
1918,1918,8,4784.51,5100,161.65
1964,1964,8,2625.39,2700,0.0
1950,1950,8,4299.98,4500,61.75
1997,1997,8,4620.78,4800,29.22
2018,2018,8,487.89,600,82.11
2033,2033,8,559.84,600,0.89
2009,2009,8,4471.85,4800,194.16
2030,2030,8,228.35,600,0.0
1987,1987,8,5958.47,9000,32.83
1972,1972,8,2823.92,3000,26.08
1977,1977,8,547.84,600,2.16
2044,2044,8,3966.53,4200,137.93
2057,2057,8,2916.67,3000,83.33
2074,2074,8,1599.21,1800,172.31
2119,2119,8,1847.4,2100,163.03
2078,2078,8,2321.74,2400,3.58
2086,2086,8,3751.33,3900,77.29
2123,2123,8,4480.74,4800,177.46
2114,2114,8,3344.76,3600,154.8
2144,2144,8,2277.87,2400,0.0
2162,2162,8,4773.33,4800,0.0
2167,2167,8,1735.89,1800,14.64
2207,2207,8,2027.11,2700,16.32
2215,2215,8,1471.7,1500,0.65
2218,2218,8,1644.37,1800,76.15
2230,2230,8,1149.09,1200,22.72
2275,2275,8,2925.19,3000,4.6
2225,2225,8,2971.16,3100,4.84
2231,2231,8,2017.88,2100,0.0
2368,2368,8,1917.83,2100,125.11
2256,2256,8,2772.32,3100,252.37
2284,2284,8,3591.35,4500,89.82
2341,2341,8,4315.24,4500,80.37
2387,2387,8,1633.85,1800,127.07
2407,2407,8,520.85,600,39.15
2445,2445,8,1437.74,1500,15.37
2464,2464,8,576.73,600,9.01
2364,2364,8,2847.59,3000,52.41
2378,2378,8,1161.64,1200,9.64
2419,2419,8,2371.25,2400,0.0
2433,2433,8,585.13,600,4.17
2448,2448,8,1960.48,2100,83.16
2379,2379,8,2510.78,2700,128.35
2406,2406,8,2040.15,2100,22.19
2460,2460,8,2016.92,2100,17.14
2420,2420,8,3012.04,3100,0.0
2437,2437,8,4652.68,4800,23.34
2468,2468,8,556.96,600,23.04
2491,2491,8,4112.57,4400,170.18
2511,2511,8,589.38,600,0.0
2498,2498,8,556.69,600,29.52
2507,2507,8,3482.43,3600,30.43
2558,2558,8,739.32,900,110.68
2572,2572,8,2914.52,3000,8.41
2478,2478,8,1123.53,1200,26.47
1248,1248,8,2804.72,3600,97.55
1256,1256,8,1678.36,1800,64.21
1184,1184,8,0.0,4500,0.0
1230,1230,8,3239.46,3300,0.0
1250,1250,8,5468.5,5800,210.37
1268,1268,8,1159.52,1200,8.3
1249,1249,8,3722.39,3900,79.14
1266,1266,8,3816.08,3900,0.26
1286,1286,8,5748.2,6100,248.1
1296,1296,8,4434.06,4800,270.01
1304,1304,8,1880.46,2000,76.19
1326,1326,8,2865.75,3000,14.25
1330,1330,8,1149.78,1200,26.03
1282,1282,8,689.36,750,49.01
1284,1284,8,1103.45,1200,66.13
1301,1301,8,2896.19,3000,103.81
1329,1329,8,4017.37,4200,61.64
1374,1374,8,1733.54,2100,75.48
1387,1387,8,4617.28,4800,182.72
1394,1394,8,1164.72,1200,6.23
1396,1396,8,3788.22,4200,328.43
1400,1400,8,2243.28,2400,100.58
1445,1445,8,3591.22,3900,209.62
1407,1407,8,1834.79,2100,205.22
1450,1450,8,4549.19,4800,290.44
1472,1472,8,2952.37,3000,0.0
1479,1479,8,3719.75,3900,60.65
1489,1489,8,2198.91,2400,144.44
1531,1531,8,3192.97,3300,33.55
1543,1543,8,2146.14,2200,44.09
1496,1496,8,1947.76,2100,90.82
1558,1558,8,1144.77,1200,16.67
1578,1578,8,584.8,600,0.0
1556,1556,8,2593.06,2700,38.71
1598,1598,8,2118.67,2400,221.95
1490,1490,8,3195.2,3900,33.72
1542,1542,8,2303.08,2400,19.36
1579,1579,8,1330.62,1500,144.42
1606,1606,8,1684.19,1800,71.95
1633,1633,8,1732.09,1800,10.02
1646,1646,8,4095.33,4200,0.0
1626,1626,8,1718.63,1800,1.37
1718,1718,8,3345.83,3600,176.17
1653,1653,8,2845.21,3000,86.88
1726,1726,8,1934.23,2100,104.38
1667,1667,8,1160.01,1200,18.54
1675,1675,8,3726.05,3900,51.89
1737,1737,8,528.79,600,71.21
1756,1756,8,1747.48,1800,0.06
1768,1768,8,5063.64,5200,24.7
1770,1770,8,4515.52,4800,153.2
1838,1838,8,1613.69,1700,48.62
1745,1745,8,1175.61,1200,0.0
1777,1777,8,1966.4,2100,69.0
1788,1788,8,557.63,600,22.37
1729,1729,8,1668.53,1800,90.06
1735,1735,8,569.79,600,10.21
1751,1751,8,2302.4,2400,20.66
1780,1780,8,583.14,600,2.62
1807,1807,8,863.49,900,6.51
1779,1779,8,2874.12,3000,74.21
1791,1791,8,2588.71,2700,48.58
1896,1896,8,1692.96,1800,75.53
1920,1920,8,4749.59,4900,95.53
592,592,8,3710.07,3900,89.93
597,597,8,219.76,300,10.24
600,600,8,1159.8,1200,19.56
606,606,8,3342.81,4500,48.07
609,609,8,3217.45,4500,138.06
616,616,8,2573.05,2700,26.95
625,625,8,5853.26,6100,136.56
633,633,8,1147.3,1200,15.36
618,618,8,1047.37,1200,133.9
650,650,8,4747.65,4900,2.35
699,699,8,4171.5,4300,0.0
667,667,8,1724.36,1800,24.46
688,688,8,2868.88,3600,231.12
758,758,8,2884.57,3000,22.86
769,769,8,2733.87,3000,139.2
771,771,8,866.77,900,3.23
782,782,8,5418.28,6000,409.39
784,784,8,4759.02,4900,8.21
836,836,8,2929.86,3000,20.25
848,848,8,2345.71,2400,0.0
857,857,8,3895.77,4200,304.23
841,841,8,3484.38,3600,23.2
849,849,8,1469.37,1500,3.43
860,860,8,4305.91,4500,86.36
867,867,8,2440.85,2600,84.14
884,884,8,4358.26,4500,63.63
898,898,8,3691.97,4600,228.26
892,892,8,1091.68,1200,70.66
893,893,8,2346.65,2700,253.35
902,902,8,812.89,1200,275.53
924,924,8,2969.88,3100,50.45
881,881,8,3509.19,3600,0.0
899,899,8,4361.08,4500,39.32
987,987,8,4368.04,4500,38.63
869,869,8,5333.83,5500,0.0
929,929,8,5008.86,5200,79.77
978,978,8,4308.75,4500,0.0
991,991,8,2365.45,2400,29.56
1002,1002,8,2873.21,3000,51.27
980,980,8,1742.89,1800,7.57
981,981,8,5044.5,5400,205.79
1034,1034,8,1168.48,1200,31.52
1035,1035,8,4011.12,4200,54.2
1094,1094,8,529.87,600,57.24
976,976,8,2127.92,2400,204.8
979,979,8,570.75,600,9.25
986,986,8,3352.7,3600,158.13
995,995,8,3215.81,3300,23.5
1045,1045,8,2083.81,2100,16.19
1092,1092,8,1767.04,1800,0.0
1029,1029,8,5729.86,5900,67.12
1073,1073,8,1979.19,2100,56.28
1077,1077,8,1419.52,1500,49.72
1101,1101,8,4435.22,4500,64.78
1144,1144,8,2296.0,2400,60.95
1148,1148,8,3867.12,3900,32.88
1199,1199,8,4727.61,5800,988.44
1123,1123,8,3968.9,4200,140.59
1128,1128,8,5182.78,5400,95.44
1181,1181,8,2662.34,2700,0.0
1185,1185,8,565.86,600,15.61
1192,1192,8,2042.9,2100,17.46
1210,1210,8,2023.13,2100,14.37
1197,1197,8,4946.07,5100,23.6
3,3,8,1104.23,1200,68.62
30,30,8,3560.67,3900,224.83
40,40,8,1157.85,1200,17.04
43,43,8,2827.4,3000,81.59
1,1,8,3470.2,3600,52.38
126,126,8,1989.44,2100,53.47
49,49,8,3695.37,3700,0.54
65,65,8,1622.2,1800,121.66
66,66,8,1175.8,1200,0.0
133,133,8,4925.39,5100,80.97
29,29,8,566.8,600,3.2
78,78,8,2492.93,2700,118.14
135,135,8,2213.09,2400,108.91
144,144,8,618.29,1200,581.71
194,194,8,4188.87,4500,196.0
246,246,8,2587.05,3000,320.18
192,192,8,3078.92,3300,136.18
223,223,8,2880.04,3000,37.37
225,225,8,2485.51,2700,114.49
230,230,8,1128.68,1200,47.89
127,127,8,565.56,600,34.44
171,171,8,3464.69,3600,73.37
199,199,8,4093.43,4200,0.0
211,211,8,4257.08,4500,126.01
216,216,8,2990.25,3300,109.75
351,351,8,3194.51,3300,35.06
361,361,8,2057.67,2100,4.41
274,274,8,1984.4,2100,71.0
275,275,8,4270.46,5100,97.96
355,355,8,3721.94,4200,348.06
233,233,8,1428.33,1500,26.02
264,264,8,2771.25,3600,137.07
285,285,8,852.51,900,24.82
339,339,8,1604.87,1800,165.1
359,359,8,2602.63,3000,197.37
383,383,8,2961.85,3100,72.16
390,390,8,1529.0,1800,221.0
451,451,8,831.31,900,40.35
453,453,8,3082.56,3300,162.62
363,363,8,2183.57,2400,136.43
413,413,8,3986.14,4200,93.86
431,431,8,2363.13,2700,270.86
432,432,8,3492.56,3600,1.84
375,375,8,1127.35,1200,22.65
377,377,8,587.39,600,12.61
400,400,8,2319.65,2400,28.16
459,459,8,2002.35,2100,43.97
373,373,8,4407.48,4500,92.52
437,437,8,4423.59,4800,227.46
442,442,8,1516.84,1800,203.16
533,533,8,530.35,600,49.5
543,543,8,1131.59,2100,968.41
556,556,8,1665.08,1800,79.49
509,509,8,2045.87,2100,5.61
488,488,8,2502.27,2700,131.08
495,495,8,0.0,1500,0.0
499,499,8,560.08,600,3.92
529,529,8,2830.22,3000,104.87
526,526,8,5428.2,6100,0.0
542,542,8,571.48,600,8.06
552,552,8,3914.51,4200,155.9
585,585,8,3414.86,3600,120.57
656,656,8,2002.2,2100,45.21
591,591,8,1982.49,2100,17.51
7791,7791,7,783.09,900,98.63
7964,7964,7,1084.21,1200,98.74
7949,7949,7,1182.93,1200,1.23
8145,8145,7,1167.39,1200,6.91
8161,8161,7,2071.98,2100,0.0
8202,8202,7,1745.18,1800,16.4
7844,7844,7,1116.73,1200,43.27
7991,7991,7,1725.79,2700,236.11
8087,8087,7,1069.39,1200,80.61
8053,8053,7,847.82,900,22.01
8059,8059,7,1176.81,1200,0.0
8069,8069,7,1119.86,1200,39.44
7936,7936,7,1180.3,1200,0.37
8201,8201,7,2169.23,2400,230.77
8434,8434,7,566.32,600,13.68
8114,8114,7,548.96,600,39.71
8463,8463,7,599.79,600,0.0
8191,8191,7,1381.73,1500,18.27
8419,8419,7,575.18,600,4.73
8439,8439,7,2611.88,2700,0.0
8634,8634,7,473.67,600,126.33
8637,8637,7,583.92,600,16.08
8647,8647,7,578.8,600,21.2
8503,8503,7,501.26,600,98.74
8438,8438,7,1484.3,1500,15.7
8769,8769,7,579.23,600,20.77
8507,8507,7,1804.91,2100,237.09
8804,8804,7,1543.86,1800,256.14
8812,8812,7,1742.92,1800,57.08
8692,8692,7,933.06,1200,256.53
8611,8611,7,562.6,600,37.4
8694,8694,7,1439.63,1500,60.37
8685,8685,7,1141.78,1200,58.22
8775,8775,7,593.39,600,6.61
8903,8903,7,1200.0,1200,0.0
8838,8838,7,1165.37,1200,34.63
6942,6942,7,1484.74,1500,15.26
6994,6994,7,565.46,600,34.54
6996,6996,7,956.37,1000,13.7
6999,6999,7,1561.39,1800,201.56
7030,7030,7,1122.38,1800,38.02
7053,7053,7,2632.57,2700,3.03
7064,7064,7,2539.83,2700,69.1
7089,7089,7,1469.14,1600,78.91
7215,7215,7,1724.38,1800,32.85
7076,7076,7,1447.89,1500,17.15
7088,7088,7,1966.01,2100,88.12
7120,7120,7,2812.21,3000,88.52
7067,7067,7,1733.32,1800,26.22
7102,7102,7,1431.76,1500,19.09
7202,7202,7,1159.04,1200,0.0
7238,7238,7,1960.03,2100,139.97
7318,7318,7,567.92,600,13.16
7189,7189,7,954.85,1000,22.85
7208,7208,7,583.61,600,2.75
7236,7236,7,580.01,600,6.53
7240,7240,7,528.21,600,26.39
7259,7259,7,1696.48,1800,63.23
7247,7247,7,2499.19,2700,105.81
7319,7319,7,1975.79,2100,76.28
7321,7321,7,984.12,4200,194.21
7352,7352,7,968.5,2400,31.5
7402,7402,7,710.06,800,71.45
7415,7415,7,506.63,600,85.34
7199,7199,7,500.28,600,49.72
7205,7205,7,1130.11,1200,30.52
7228,7228,7,1167.49,1200,5.43
7365,7365,7,1104.57,1200,70.07
7386,7386,7,1770.26,1800,8.65
7335,7335,7,2735.52,3500,594.48
7442,7442,7,1127.0,1200,48.2
7328,7328,7,1690.8,1800,49.2
7446,7446,7,1165.57,1200,6.21
7448,7448,7,0.0,600,0.0
7487,7487,7,1402.13,1500,63.8
7492,7492,7,1364.11,1500,112.6
7541,7541,7,1737.38,1800,29.78
7596,7596,7,548.73,600,51.27
7633,7633,7,579.38,600,6.15
7406,7406,7,589.73,600,2.28
7437,7437,7,1037.16,1200,122.84
7584,7584,7,1185.0,1200,15.0
7528,7528,7,588.39,600,3.58
7571,7571,7,513.77,600,36.23
7743,7743,7,581.78,600,0.0
7773,7773,7,446.02,500,13.98
7488,7488,7,1604.25,1800,172.45
7549,7549,7,1116.78,1200,43.42
7561,7561,7,560.46,600,27.82
7717,7717,7,1117.35,1200,55.35
7718,7718,7,553.65,600,16.35
7835,7835,7,1450.16,1500,14.01
7874,7874,7,1908.66,2100,144.05
7920,7920,7,1957.33,2100,113.71
7576,7576,7,1430.78,1500,35.16
7754,7754,7,3137.11,3200,62.89
7782,7782,7,1129.16,1200,32.28
7751,7751,7,1120.22,1200,0.0
7836,7836,7,1409.29,1500,69.58
7760,7760,7,1163.45,1200,7.94
6203,6203,7,3838.67,3900,0.0
6204,6204,7,872.8,900,8.36
6318,6318,7,2596.06,2700,35.38
6321,6321,7,2389.22,2500,10.78
6173,6173,7,549.18,600,40.92
6193,6193,7,2349.11,2400,50.89
6214,6214,7,1849.29,2100,184.29
6228,6228,7,1102.83,1200,47.17
6176,6176,7,974.11,1200,191.59
6184,6184,7,1499.85,1600,53.09
6219,6219,7,1231.69,1250,0.0
6315,6315,7,1421.12,1500,28.88
6326,6326,7,531.81,1200,18.19
6215,6215,7,1179.46,1200,1.24
6222,6222,7,1755.65,1800,0.0
6302,6302,7,540.84,600,29.16
6336,6336,7,558.2,600,5.87
6357,6357,7,527.05,600,31.96
6372,6372,7,1396.79,1800,73.58
6340,6340,7,961.63,1000,5.77
6344,6344,7,1935.6,2000,64.4
6325,6325,7,1382.83,1500,67.17
6363,6363,7,1759.36,1800,14.29
6428,6428,7,587.06,600,4.27
6439,6439,7,592.01,600,0.0
6456,6456,7,2371.17,2700,328.83
6484,6484,7,586.7,600,0.21
6465,6465,7,1755.2,1800,3.47
6535,6535,7,1992.29,2100,73.92
6561,6561,7,1171.58,1200,1.47
6572,6572,7,1297.11,1500,152.89
6577,6577,7,2015.28,2100,42.15
6451,6451,7,570.2,600,9.8
6509,6509,7,1527.34,1800,235.79
6526,6526,7,585.43,600,0.0
6538,6538,7,2364.69,2400,0.0
6529,6529,7,582.77,600,17.23
